Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,203,Spain,5510,Production,486,Bananas,2006,2006,tonnes,348368,,Official data
